problem,num_nodes,num_edges,traffic_seed,tm_model,scale_factor,num_commodities,total_demand,algo,clustering_algo,num_partitions,size_of_largest_partition,partition_runtime,num_paths,edge_disjoint,dist_metric,iteration,obj_val,runtime,r1_runtime,r2_runtime,recon_runtime,r3_runtime,kirchoffs_runtime
Colt.graphml,153,354,1855819565,poisson,4.0,23256,3949.11328125,ncflow_edge_per_iter,fm_partitioning,36,11,0.005242,4,True,inv-cap,0,3949.113236039877,0.038878440856933594,0.0025479793548583984,0.008800983428955078,0.0010950565338134766,0.01698899269104004,0.009445428848266602
Colt.graphml,153,354,1400141081,poisson,1.0,23256,988.1217651367188,ncflow_edge_per_iter,fm_partitioning,36,11,0.005001,4,True,inv-cap,0,988.1218133633956,0.035488128662109375,0.002234935760498047,0.010092020034790039,0.001116037368774414,0.012465953826904297,0.009579181671142578
Colt.graphml,153,354,22217080,poisson,1.0,23256,987.4471435546875,ncflow_edge_per_iter,fm_partitioning,36,11,0.004602,4,True,inv-cap,0,987.4471234623343,0.03523135185241699,0.0018849372863769531,0.009152889251708984,0.00102996826171875,0.013538122177124023,0.009625434875488281
Colt.graphml,153,354,1785268493,poisson,64.0,23256,63205.828125,ncflow_edge_per_iter,fm_partitioning,36,11,0.00476,4,True,inv-cap,0,30420.772974848747,0.02712249755859375,0.00678706169128418,0.003532886505126953,0.0009400844573974609,0.011605024337768555,0.0042574405670166016
Colt.graphml,153,354,1785268493,poisson,64.0,23256,63205.828125,ncflow_edge_per_iter,fm_partitioning,36,11,0.00476,4,True,inv-cap,1,692.1061005713611,0.01793074607849121,0.006129026412963867,0.0006468296051025391,0.0007779598236083984,0.009727001190185547,0.0006499290466308594
Colt.graphml,153,354,1846813542,poisson,64.0,23256,63227.375,ncflow_edge_per_iter,fm_partitioning,36,11,0.005026,4,True,inv-cap,0,30402.615902662277,0.020824670791625977,0.006665945053100586,0.00327301025390625,0.0008690357208251953,0.005704164505004883,0.0043125152587890625
Colt.graphml,153,354,1846813542,poisson,64.0,23256,63227.375,ncflow_edge_per_iter,fm_partitioning,36,11,0.005026,4,True,inv-cap,1,723.2657127380371,0.018300294876098633,0.006361961364746094,0.0007078647613525391,0.0008451938629150391,0.009545087814331055,0.0008401870727539062
Colt.graphml,153,354,1845449925,poisson,16.0,23256,15803.1171875,ncflow_edge_per_iter,fm_partitioning,36,11,0.004595,4,True,inv-cap,0,12912.071818381548,0.029999732971191406,0.003564119338989258,0.008048057556152344,0.0009620189666748047,0.010122060775756836,0.007303476333618164
Colt.graphml,153,354,1845449925,poisson,16.0,23256,15803.1171875,ncflow_edge_per_iter,fm_partitioning,36,11,0.004595,4,True,inv-cap,1,479.9812682783422,0.00601959228515625,0.001878976821899414,0.0008330345153808594,0.0008137226104736328,0.001725912094116211,0.0007679462432861328
Colt.graphml,153,354,219388368,poisson,16.0,23256,15797.576171875,ncflow_edge_per_iter,fm_partitioning,36,11,0.004625,4,True,inv-cap,0,12906.593305915594,0.02659320831298828,0.003553152084350586,0.007472038269042969,0.00104522705078125,0.007139921188354492,0.007382869720458984
