problem,num_nodes,num_edges,traffic_seed,tm_model,scale_factor,num_commodities,total_demand,algo,split_method,split_fraction,num_subproblems,num_paths,edge_disjoint,dist_metric,objective,obj_val,runtime
UsCarrier.graphml,158,378,1604631843,gravity,64.0,24806,42760.29296875,pop,random,0.25,16,4,True,inv-cap,total_flow,23031.135319609697,0.09868788719177246
UsCarrier.graphml,158,378,1604631843,gravity,64.0,24806,42760.29296875,pop,random,0.5,16,4,True,inv-cap,total_flow,23066.532854931385,0.09796690940856934
UsCarrier.graphml,158,378,1604631843,gravity,64.0,24806,42760.29296875,pop,random,0.75,16,4,True,inv-cap,total_flow,23127.396623850247,0.11347413063049316
UsCarrier.graphml,158,378,1604631843,gravity,64.0,24806,42760.29296875,pop,random,1.0,16,4,True,inv-cap,total_flow,23153.443639215675,0.17872190475463867
UsCarrier.graphml,158,378,123874486,gravity,2.0,24806,1331.301513671875,pop,random,0,16,4,True,inv-cap,total_flow,1331.3014989192598,0.009734869003295898
UsCarrier.graphml,158,378,123874486,gravity,2.0,24806,1331.301513671875,pop,random,0.25,16,4,True,inv-cap,total_flow,1331.3014989192598,0.010396003723144531
UsCarrier.graphml,158,378,123874486,gravity,2.0,24806,1331.301513671875,pop,random,0.5,16,4,True,inv-cap,total_flow,1331.3014989192598,0.011655092239379883
UsCarrier.graphml,158,378,123874486,gravity,2.0,24806,1331.301513671875,pop,random,0.75,16,4,True,inv-cap,total_flow,1331.3014989192598,0.021300077438354492
UsCarrier.graphml,158,378,123874486,gravity,2.0,24806,1331.301513671875,pop,random,1.0,16,4,True,inv-cap,total_flow,1331.3014989192598,0.01578998565673828
UsCarrier.graphml,158,378,1454580274,gravity,128.0,24806,85202.0078125,pop,random,0,16,4,True,inv-cap,total_flow,31872.61546655649,0.05720996856689453
UsCarrier.graphml,158,378,1454580274,gravity,128.0,24806,85202.0078125,pop,random,0.25,16,4,True,inv-cap,total_flow,32382.87414100352,0.11347699165344238
UsCarrier.graphml,158,378,1454580274,gravity,128.0,24806,85202.0078125,pop,random,0.5,16,4,True,inv-cap,total_flow,32628.762600896134,0.10789203643798828
UsCarrier.graphml,158,378,1454580274,gravity,128.0,24806,85202.0078125,pop,random,0.75,16,4,True,inv-cap,total_flow,32703.532485276828,0.11919498443603516
UsCarrier.graphml,158,378,1454580274,gravity,128.0,24806,85202.0078125,pop,random,1.0,16,4,True,inv-cap,total_flow,32729.548078429827,0.15941214561462402
UsCarrier.graphml,158,378,126410113,gravity,1.0,24805,667.4087524414062,pop,random,0,16,4,True,inv-cap,total_flow,667.4087456617272,0.007043123245239258
UsCarrier.graphml,158,378,126410113,gravity,1.0,24805,667.4087524414062,pop,random,0.25,16,4,True,inv-cap,total_flow,667.4087456617272,0.016492128372192383
UsCarrier.graphml,158,378,126410113,gravity,1.0,24805,667.4087524414062,pop,random,0.5,16,4,True,inv-cap,total_flow,667.4087456617272,0.018709897994995117
UsCarrier.graphml,158,378,126410113,gravity,1.0,24805,667.4087524414062,pop,random,0.75,16,4,True,inv-cap,total_flow,667.4087456617272,0.013068199157714844
UsCarrier.graphml,158,378,126410113,gravity,1.0,24805,667.4087524414062,pop,random,1.0,16,4,True,inv-cap,total_flow,667.4087456617272,0.025305986404418945
UsCarrier.graphml,158,378,146569124,gravity,16.0,24806,10692.1904296875,pop,random,0,16,4,True,inv-cap,total_flow,9652.62259012647,0.027958154678344727
UsCarrier.graphml,158,378,146569124,gravity,16.0,24806,10692.1904296875,pop,random,0.25,16,4,True,inv-cap,total_flow,9658.423838188872,0.03207111358642578
UsCarrier.graphml,158,378,146569124,gravity,16.0,24806,10692.1904296875,pop,random,0.5,16,4,True,inv-cap,total_flow,9675.843975882977,0.06567811965942383
UsCarrier.graphml,158,378,146569124,gravity,16.0,24806,10692.1904296875,pop,random,0.75,16,4,True,inv-cap,total_flow,9674.646298658414,0.066802978515625
UsCarrier.graphml,158,378,146569124,gravity,16.0,24806,10692.1904296875,pop,random,1.0,16,4,True,inv-cap,total_flow,9677.918273458567,0.07977509498596191
UsCarrier.graphml,158,378,1480195529,poisson,2.0,12541,31021.4375,pop,random,0,16,4,True,inv-cap,total_flow,30957.434980072925,0.011552810668945312
UsCarrier.graphml,158,378,1480195529,poisson,2.0,12541,31021.4375,pop,random,0.25,16,4,True,inv-cap,total_flow,31021.440736132245,0.013243913650512695
UsCarrier.graphml,158,378,1480195529,poisson,2.0,12541,31021.4375,pop,random,0.5,16,4,True,inv-cap,total_flow,31021.440736132245,0.013844013214111328
UsCarrier.graphml,158,378,1480195529,poisson,2.0,12541,31021.4375,pop,random,0.75,16,4,True,inv-cap,total_flow,31021.44073660908,0.016430139541625977
UsCarrier.graphml,158,378,1480195529,poisson,2.0,12541,31021.4375,pop,random,1.0,16,4,True,inv-cap,total_flow,31021.44073660908,0.016295909881591797
UsCarrier.graphml,158,378,1196923204,poisson,8.0,12574,124087.2890625,pop,random,0,16,4,True,inv-cap,total_flow,63747.36465359926,0.025122880935668945
UsCarrier.graphml,158,378,1196923204,poisson,8.0,12574,124087.2890625,pop,random,0.25,16,4,True,inv-cap,total_flow,119184.32570115259,0.023129940032958984
UsCarrier.graphml,158,378,1196923204,poisson,8.0,12574,124087.2890625,pop,random,0.5,16,4,True,inv-cap,total_flow,122416.59145774542,0.032922983169555664
UsCarrier.graphml,158,378,1196923204,poisson,8.0,12574,124087.2890625,pop,random,0.75,16,4,True,inv-cap,total_flow,123571.41587946127,0.04617500305175781
UsCarrier.graphml,158,378,1196923204,poisson,8.0,12574,124087.2890625,pop,random,1.0,16,4,True,inv-cap,total_flow,123800.87519972716,0.05577707290649414
UsCarrier.graphml,158,378,1149123775,poisson,32.0,12588,496343.03125,pop,random,0,16,4,True,inv-cap,total_flow,79627.8478600657,0.01568913459777832
UsCarrier.graphml,158,378,1149123775,poisson,32.0,12588,496343.03125,pop,random,0.25,16,4,True,inv-cap,total_flow,210645.6051653009,0.017368078231811523
UsCarrier.graphml,158,378,1149123775,poisson,32.0,12588,496343.03125,pop,random,0.5,16,4,True,inv-cap,total_flow,302994.5150356102,0.01941704750061035
UsCarrier.graphml,158,378,1149123775,poisson,32.0,12588,496343.03125,pop,random,0.75,16,4,True,inv-cap,total_flow,336976.503591202,0.03668212890625
UsCarrier.graphml,158,378,1149123775,poisson,32.0,12588,496343.03125,pop,random,1.0,16,4,True,inv-cap,total_flow,338361.9901520703,0.021667003631591797
UsCarrier.graphml,158,378,1022383118,poisson,64.0,12595,992747.6875,pop,random,0,16,4,True,inv-cap,total_flow,83681.08525179916,0.020825862884521484
UsCarrier.graphml,158,378,1022383118,poisson,64.0,12595,992747.6875,pop,random,0.25,16,4,True,inv-cap,total_flow,213358.7826309204,0.010020017623901367
UsCarrier.graphml,158,378,1022383118,poisson,64.0,12595,992747.6875,pop,random,0.5,16,4,True,inv-cap,total_flow,338817.84005737305,0.013168096542358398
UsCarrier.graphml,158,378,1022383118,poisson,64.0,12595,992747.6875,pop,random,0.75,16,4,True,inv-cap,total_flow,377990.05669784546,0.025830984115600586
UsCarrier.graphml,158,378,1022383118,poisson,64.0,12595,992747.6875,pop,random,1.0,16,4,True,inv-cap,total_flow,377889.8719329834,0.015980958938598633
UsCarrier.graphml,158,378,1034066240,poisson,128.0,12515,1985528.25,pop,random,0,16,4,True,inv-cap,total_flow,86223.8426714536,0.014375925064086914
UsCarrier.graphml,158,378,1034066240,poisson,128.0,12515,1985528.25,pop,random,0.25,16,4,True,inv-cap,total_flow,211707.88445857167,0.009697198867797852
UsCarrier.graphml,158,378,1034066240,poisson,128.0,12515,1985528.25,pop,random,0.5,16,4,True,inv-cap,total_flow,335562.5,0.014593124389648438
UsCarrier.graphml,158,378,1034066240,poisson,128.0,12515,1985528.25,pop,random,0.75,16,4,True,inv-cap,total_flow,378000.0,0.01040506362915039
UsCarrier.graphml,158,378,1034066240,poisson,128.0,12515,1985528.25,pop,random,1.0,16,4,True,inv-cap,total_flow,378000.0,0.010238170623779297
UsCarrier.graphml,158,378,1218360499,poisson,1.0,12528,15511.9248046875,pop,random,0,16,4,True,inv-cap,total_flow,15511.926140524294,0.0061190128326416016
UsCarrier.graphml,158,378,1218360499,poisson,1.0,12528,15511.9248046875,pop,random,0.25,16,4,True,inv-cap,total_flow,15511.926140524294,0.004561901092529297
UsCarrier.graphml,158,378,1218360499,poisson,1.0,12528,15511.9248046875,pop,random,0.5,16,4,True,inv-cap,total_flow,15511.926140524294,0.004930973052978516
UsCarrier.graphml,158,378,1218360499,poisson,1.0,12528,15511.9248046875,pop,random,0.75,16,4,True,inv-cap,total_flow,15511.926140762713,0.0054531097412109375
UsCarrier.graphml,158,378,1218360499,poisson,1.0,12528,15511.9248046875,pop,random,1.0,16,4,True,inv-cap,total_flow,15511.926140524294,0.005923032760620117
